,tau,theory,theory_size,theory_clos_size,n,sig_theory,sig_tau,sig_restr,sig_restr_theory,sys_grec,sigma_content
978,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -5, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
979,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -4, -3, -2}",5,5,7,3,46,3,3,0.0,0.0
980,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-1, -5, -4, -3, -2}",5,5,7,3,46,3,3,0.0,0.0
981,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -6, -3, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
982,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -6, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
983,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -6, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
984,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, 7, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
985,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -3, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
986,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, -3, -1}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
987,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
988,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, -1, -3, -2}",5,5,7,3,46,3,3,0.0,0.0
989,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, 7, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
990,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, 7, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
991,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, -2, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
992,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, -5, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
993,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, -5, -4, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
994,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, -5, -4, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
995,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, -5, -3, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
996,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, -4, -3, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
997,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, -5, -4, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
998,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, -5, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
999,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, -5, -4, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1000,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, -4, -3, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1001,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, -2, -5, -4, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1002,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, -2, -4, -3, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1003,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, -6, -3, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
1004,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 5, -6, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1005,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 5, -6, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1006,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 5, -3, -2}",5,7,7,1,46,3,1,0.05283208335737187,0.26416041678685936
1007,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -5, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1008,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -5, -3, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
1009,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -5, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1010,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -3, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1011,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -5, -3, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
1012,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -5, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
1013,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -5, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1014,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -5, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1015,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -5, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
1016,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -1, -5, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1017,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -2, -5, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
1018,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -7, -6, -5, -4}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1019,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -4, -1}",5,5,7,4,46,4,4,0.0,0.0
1020,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, -5, -4, -1}",5,5,7,4,46,4,4,0.0,0.0
1021,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, 7, -3}",5,7,7,1,46,3,1,0.05283208335737187,0.26416041678685936
1022,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, -3, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1023,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -4, -2}",5,5,7,4,46,4,4,0.0,0.0
1024,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -6, -5, -4}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1025,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -5, -4, -2}",5,5,7,4,46,4,4,0.0,0.0
1026,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-1, -6, -5, -4, -2}",5,5,7,4,46,4,4,0.0,0.0
1027,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -6, -5, -4}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1028,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -6, -5, -4, -1}",5,5,7,4,46,4,4,0.0,0.0
1029,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, -3, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1030,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, 7, -6}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1031,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
1032,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
1033,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -6, -5, -4, -2}",5,5,7,4,46,4,4,0.0,0.0
1034,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -6, -5, -4}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1035,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -6, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1036,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, -1, -6, -2}",5,5,7,4,46,4,4,0.0,0.0
1037,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1038,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -4, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1039,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -4, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1040,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -4, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1041,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -6, -5, -4}",5,5,7,3,46,3,3,0.0,0.0
1042,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -4, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1043,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1044,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -4, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1045,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -4, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1046,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -2, -4, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1047,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -2, -4, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1048,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -6, -5}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1049,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -6, -5, -1}",5,5,7,4,46,4,4,0.0,0.0
1050,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -5, -1}",5,5,7,4,46,4,4,0.0,0.0
1051,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -5, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1052,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -6, -5, -2}",5,5,7,4,46,4,4,0.0,0.0
1053,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -6, -5}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1054,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -6, -5, -2}",5,5,7,4,46,4,4,0.0,0.0
1055,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -5, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1056,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -2, -6, -5, -1}",5,5,7,4,46,4,4,0.0,0.0
1057,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -2, -5, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1058,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, 7, -6}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
1059,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
1060,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 5, -6}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1061,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, -5, -4, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1062,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -4, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
1063,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, -4, -3, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
1064,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -4, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
1065,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -5, -4, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1066,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, -6, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
1067,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-1, -6, -4, -3, -2}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
1068,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 7, -5}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1069,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -5, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1070,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 7, -5, -1}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
1071,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -5, -4, -3}",5,5,7,3,46,3,3,0.0,0.0
1072,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -5, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1073,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, 7, -5}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1074,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -5, -2}",5,5,7,3,46,3,3,0.0,0.0
1075,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -6, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1076,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -6, -4, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1077,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -4, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1078,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -4, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1079,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -2, -5, -1}",5,5,7,3,46,3,3,0.0,0.0
1080,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -5, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1081,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -6, -5, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
1082,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -6, -4, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1083,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -6, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1084,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -6, -4, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1085,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -4, -2}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1086,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -2, -6, -4, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1087,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -2, -4, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1088,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -6, -5, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
1089,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -6, -5, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1090,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -6, -3}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
1091,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, -6, -3, -1}",5,5,7,4,46,4,4,0.0,0.0
1092,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, -6, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1093,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 7, -5, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1094,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -5, -3, -1}",5,5,7,3,46,4,3,0.03333333333333333,0.16666666666666666
1095,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -5, -3, -2}",5,5,7,4,46,4,4,0.0,0.0
1096,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -5, -3}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1097,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1098,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -6, -4, -3, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1099,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -5, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1100,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6, 7, -5}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1101,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -5, -1}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1102,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -6, -4, -3, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1103,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -6, -4, -3}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1104,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -5, -3}",5,6,7,2,46,3,2,0.03333333333333333,0.16666666666666666
1105,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 7, -6, -5}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1106,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -6, -5, -1}",5,5,7,4,46,4,4,0.0,0.0
1107,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -6, -5, -2}",5,5,7,4,46,4,4,0.0,0.0
1108,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -6, -5}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1109,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -6, -5}",5,5,7,3,46,3,3,0.0,0.0
1110,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -5, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1111,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -5, -4, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1112,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -5, -4, -1}",5,5,7,3,46,3,3,0.0,0.0
1113,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -6, -5, -3}",5,5,7,3,46,3,3,0.0,0.0
1114,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -5, -4, -2}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1115,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -5, -4}",5,7,7,1,46,4,1,0.06666666666666667,0.3333333333333333
1116,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -5, -4, -2}",5,5,7,3,46,3,3,0.0,0.0
1117,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -2, -5, -4, -1}",5,5,7,3,46,3,3,0.0,0.0
1118,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -6, -1}",5,5,7,4,46,4,4,0.0,0.0
1119,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -7, -1}",5,6,7,2,46,4,2,0.05283208335737187,0.26416041678685936
1120,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -6, -2}",5,5,7,4,46,4,4,0.0,0.0
